	sampleID	x	y
225	tsk_11296	36.51600810353155	46.01922374984839
32	tsk_6254		
24	tsk_10999	41.49129751501777	9.387342790991443
41	tsk_10015	1.494635067868956	2.262898775470415
266	tsk_2140	35.065914787290126	45.64489923783968
39	tsk_3371	27.54328075739784	11.03387845245454
378	tsk_1578	43.8280384994418	35.335692841991424
273	tsk_7133	1.0994557461193	13.348509963818575
123	tsk_11822	32.27601787711782	47.861472305418665
304	tsk_4584	36.7101581841513	18.915351890172584
398	tsk_11353	41.28461541496328	46.03432607871799
270	tsk_8709	31.68111478294327	31.143242581424477
345	tsk_11336	45.98671869943681	16.32624625331625
243	tsk_8330	36.40903399295171	47.57661790698508
399	tsk_1262	35.56415632040313	8.83784971261886
281	tsk_3242	21.432509863569496	39.46954264208617
203	tsk_9688	47.11966642210099	47.27569762330956
381	tsk_270	6.639602608158643	31.747017808430364
434	tsk_405	45.85136799440651	19.688833988354435
433	tsk_5588	45.14451745044205	12.381631645884958
372	tsk_329	26.712811888032583	3.554062822805739
365	tsk_5	34.54301480331209	10.79939503506004
227	tsk_8941	27.521816733605213	42.398661414102826
22	tsk_6946	19.05864903028029	34.04928101091408
29	tsk_5268	28.13852035603367	37.98194727696736
297	tsk_514	45.500505711408906	17.07187629300935
169	tsk_8137	30.423950683435454	36.070959111343925
383	tsk_4496	6.813472165289347	35.87452309252741
212	tsk_2403	32.62346450648278	28.0251321305493
249	tsk_1569	40.745244940506176	2.602334123556825
105	tsk_1334	26.20253974051714	29.046305255033964
16	tsk_2761		
312	tsk_8915	28.59263192470838	28.60740580477232
373	tsk_4222	26.185102912236744	12.53598613996528
48	tsk_11681		
317	tsk_6223	38.764158616117534	10.508847526764027
448	tsk_1426	41.832955806396086	26.289707992421715
61	tsk_3955	40.79962120659809	3.2426575543857683
76	tsk_10619	36.79586317632618	28.03464742167199
119	tsk_6626	31.915535083467844	21.76920419863747
308	tsk_8787	46.10463029633688	15.223430933513786
191	tsk_557	44.52356860200714	13.347824000283053
104	tsk_4261	10.185418570647322	21.853792083530784
429	tsk_11200	46.598468513852055	16.9213428941985
300	tsk_15	4.279729352833463	34.59734223915618
9	tsk_4928	23.06420537452024	6.339805607780056
388	tsk_585	36.01672505307078	0.9994584168767844
25	tsk_4507		
38	tsk_390	28.115883444025894	5.697310266231936
195	tsk_4040	45.67330380679767	24.422576676650184
210	tsk_8942	33.457907040035856	10.333365425535204
21	tsk_7744	3.126826169368763	17.79149233072343
51	tsk_6195	21.12287862887455	22.573866212600525
162	tsk_10426	32.54897835105913	11.611046893086176
