x,y,sampleID
47.310899854095666,41.255759871646745,tsk_8010
7.438263644507167,30.90450956056747,tsk_9392
39.320870599555974,30.773753536080584,tsk_2133
44.34542106509063,41.32056699317877,tsk_4488
40.295827324777484,1.4582153584471769,tsk_80
43.29035011075125,45.846854805607904,tsk_10701
20.32238941844001,43.35412871073834,tsk_1903
16.681047668464622,5.505471143429091,tsk_192
35.47242219214679,3.5583907930375567,tsk_7823
5.030315604831472,32.78977853639332,tsk_1706
5.546584291026701,5.1184448104346245,tsk_1135
47.631340715289674,32.441778586452244,tsk_2089
5.143208288460865,4.879565842140064,tsk_6385
18.541679326346348,22.963823431052397,tsk_5562
42.857069548343546,35.428721666640286,tsk_2025
29.3646478432044,26.28220116164603,tsk_603
8.255673142832773,27.631396383405097,tsk_11681
7.707709733356197,14.888616175219779,tsk_2987
1.7773879443344889,26.169426152756486,tsk_6590
25.20377537603095,47.757053492557176,tsk_3694
33.34073771352181,41.16225140336137,tsk_5343
24.78121010581613,2.311872567870058,tsk_27
46.30985330296251,25.69620267286233,tsk_1743
9.82464462993848,10.136814280907556,tsk_4507
12.301338156745558,30.912386055590215,tsk_2060
23.292592874226685,34.992722874650184,tsk_8908
6.736391134012585,43.458558424507345,tsk_4221
26.26041804169054,12.054205047405803,tsk_11480
22.595886149262608,17.281615258346566,tsk_2761
18.555622532077408,41.21201118516931,tsk_8997
47.21331587754736,9.054387524114166,tsk_1076
9.91666866389405,19.128375654711355,tsk_4975
8.422543669363687,40.026918840410424,tsk_8323
43.208209705614884,17.929825316901372,tsk_1007
41.75240865843905,23.90594501572245,tsk_480
6.641091823450257,3.587565840238149,tsk_4354
47.38034695685311,45.91427871374849,tsk_7217
11.432087772951565,7.2215735222960795,tsk_6100
7.826852736510148,43.3992625626615,tsk_4981
44.53283431916244,17.296255869065952,tsk_6254
27.31472270773925,25.35646182804123,tsk_5429
48.190324467231335,3.6323256321529733,tsk_4086
8.914425994588328,47.04236529330645,tsk_9394
35.111568591997575,16.261332283156836,tsk_6296
2.4646148307080793,12.061062269742072,tsk_9305
42.95126104475947,8.870168687081765,tsk_2537
25.949205753994388,43.97233392958497,tsk_9839
12.258318040726932,46.755890864212894,tsk_4286
34.01196993108381,3.2352944190228143,tsk_3128
