	vector	angle	mag
0	0.002651701651859565	-0.025084011116038786	-0.015748111447313733
1	0.001870742246741406	-0.02898874394673866	0.006313104199164122
2	0.0019948084455865874	0.021970803570487515	-0.010816319851235006
3	0.0025184610800296887	0.007632544620957286	-0.03048480802904757
4	0.0005638724822234805	0.012702351956680713	0.02466363313597238
5	0.0012083871741474107	-0.04822809001491366	-0.03138815388548806
6	0.009041497979344901	-0.01844089240261827	-0.002520572242931652
7	0.001161890248081535	-0.022099986554424123	-0.02629045288452267
8	0.00539453111220841	0.018356119107546143	0.001896468997104669
9	0.000539975545667731	-0.0026082735865130334	-0.05133442922792662
10	0.0009382089570953091	-0.02756189790179647	0.004981219571206626
11	0.00466013311128857	-0.022585911073531188	0.0252943645228584
12	0.0005579500267877961	-0.00192335614567158	0.07225546164113196
13	0.003924955220115233	-0.003379448362637847	-0.0293183924549314
14	0.002373181276491723	0.03573213688391164	0.02003577526269213
15	0.0011302824606361274	-0.045106467189320654	0.025202128135394523
16	0.0008237589032677923	-0.005642929940074342	0.020210068493974435
17	0.0013686402649165789	0.043218336267853666	0.02058614974707619
18	0.0007519915566386448	-0.030285737902909126	0.010830614103674226
19	0.004559708136024442	0.027241402404617518	-0.012713543735845967
20	0.0001811292832434318	0.021733826081959246	-0.04656933909673169
21	0.005266443593181663	-0.0022665811912880884	0.0217721023098351
22	0.0015823651903695397	0.02529018404735007	-0.048402557670960675
23	0.0006063324415202994	-0.03229524558523629	0.023392454044979204
24	0.0030443134153833908	-0.004760975422401164	-0.03237340217693887
25	0.002239429162106603	0.004762159223263305	0.0015153794804339193
26	0.001549819329202413	-0.007357745552710361	0.021641929965757672
27	0.0006388922137198574	0.00032745533123317147	-0.02433255207456537
28	0.004347336711781241	0.022279040723956332	0.04244976356608766
29	0.006154420454400954	-0.06701745736262402	-0.005480697752358479
30	0.0018295298562797612	-0.040803768531108606	0.00789020574685608
31	0.0033389107837535387	0.03885311633947087	0.009439736732753428
32	0.002744363906860376	-0.01267961954882078	-0.007573037181966966
33	0.000841575523698288	-0.024759306549127787	-0.01687783205412594
34	0.0009803362419018632	0.03395283271851273	0.020966154098240524
35	0.001460113916499461	0.018432331292035545	0.027844577538101503
36	0.0027763505092868917	-0.05359302405252882	0.029171063576620065
37	0.007194819606652553	-0.04357681347240413	-0.045498471121186546
38	0.0020940656548705822	0.04413642816546821	0.009316206826846895
39	0.00495192825764873	0.013541066289239689	0.001256172842383246
40	0.0014108779716570689	-0.037091023037330945	0.007990781634028468
41	0.0013443111441301292	0.03169239356648038	0.009714347079123779
42	0.002372208766546958	0.02490354439185465	-0.046326782875155036
43	0.0029589262286997316	-0.0027319550418052987	0.004912007252684656
44	0.00247522156413103	0.024939232842483557	0.032601566925715655
45	0.0024521640354641834	0.013679313642096545	0.017663629916262785
46	0.0006104208871801852	-0.006640067709749254	-0.02312275904566687
47	0.0007473491539854452	0.02937190368520697	0.025734698411661216
48	0.0002204056991020478	0.020142774847864288	0.021499782360784977
49	0.002631035241261802	-0.026105373912051984	0.02641906970282956
50	0.001068287079125871	-0.011617215463497697	-0.004484037506219745
51	0.0001810720102751691	-0.01692711419871285	0.010177350468494339
52	0.0012406480236085628	-0.012181408091779864	0.04191737057400806
53	0.006115085000257	0.02870660188183962	-0.011611353647634444
54	0.0016491116929784168	0.04019289297317598	0.010033827481360556
55	0.002848852147827634	0.03000650387056273	-0.006451268628772179
56	0.0006946887625894058	0.003359532485814649	0.018197060878663553
57	0.00980512155142725	0.024506110416903724	0.05570250571925936
58	0.003997913772081311	0.0037751781218548675	-0.03181666978162609
59	0.006092158979089713	0.03677490531580401	0.008038473939776369
60	0.0013508762415299941	0.006184761885404977	0.02772871660299753
61	0.0027960406655426215	0.09154346935923909	0.01541030786651514
62	0.005002686013195401	-0.035398184945048566	-0.05115843464033279
63	0.003915059584656439	-0.011262861546008127	-0.0070942240462998594
64	0.0011192498870375924	0.0073487669664612796	0.012411154101128538
65	0.0011286977305122118	0.04179902194144016	0.009976553251243015
66	0.0006474210072189113	0.005140103375324504	-0.02418069385382202
67	0.002079516425573137	-0.013607150399686343	-0.002087075233021049
68	0.00023158401493061242	-0.023417602664743745	-0.0035602324827053128
69	0.0006399185742859759	0.018794028206177232	-0.021251644546737548
70	0.0009372980265462143	-0.02020569643716716	0.001916953898979959
71	0.0063688152557768545	-0.01160816539168931	0.02266444510898691
72	0.001390983546991956	-0.019768547944887103	-0.030694766835579798
73	0.0015557695562608662	-0.02581903993395512	-0.009603455820102897
74	0.0010072646828910405	-0.000202907470962094	-0.0014077965730978075
75	0.0035429301137228195	-0.02452670969567391	-0.018556607507181255
76	0.0016132127378060707	-0.04692189443754908	-0.042171713334603414
77	0.0025665050926480227	-0.014737648769383818	0.02222444005375691
78	0.002166083826518649	-0.0003913920154782134	-0.0061103625746996215
79	0.0023244406722084192	-0.05067453459226533	0.009754853656450046
80	0.004071953941339483	-0.028226419082856172	-0.0410861736628659
81	0.004834699653780357	-0.01736268428984338	0.023842984633961714
82	0.0015268965776629015	0.014178119858990902	-0.026614925838221507
83	0.003103600710997118	0.002081831052390217	-0.010210173777906182
84	0.0009504012356792787	-0.012278605577059714	-0.0012324310584258854
85	0.00045756462483706657	0.02936540421815469	-0.022156022654654446
86	0.0034927970557505914	-0.027303160209014854	0.001635529549096371
87	0.0013670724025510721	-0.03386831963087648	0.016506313024135338
88	0.003393465859714197	0.031115742434922017	-0.007556512580077338
89	0.0011615017400673604	0.004080847514033345	0.004774177378907007
90	0.0010538521634942022	-0.0013857733019862102	0.02988693140521949
91	0.00408100311686978	0.01959306519389792	0.023709395280149363
92	0.0026541828589205694	0.015573572305707412	0.03920814508064031
93	0.0038575673833754964	-0.022494935691333498	-0.03131905594386099
94	0.0005552622981269734	-0.02761126868847692	-0.016840173461482505
95	9.197589857145424e-05	-0.050044858332234696	0.06995702934403861
96	0.0023979308027653984	-0.003607510172209227	0.016930205234297325
97	0.004183368714615075	0.001404911415924138	-0.024221034584650684
98	0.006281861187955922	0.011470795881500757	-0.0030391971162885504
99	0.0010912311687110228	-0.04300289880805607	-0.0030014556003963183
100	0.0015163990573664845	0.021234236383334874	-0.00801183842037822
101	0.0010125378273438844	0.01805907945208732	0.012356278926381373
102	0.0012483273927228827	-0.0391792649146799	0.012003320407009493
103	0.0010542462377689597	0.022858428322725003	0.01660530050782026
104	0.0014274741007199675	-0.008518259279050063	0.014593631102179622
105	0.00042558260933384323	-0.04166070310302399	-0.020664181939189456
106	0.0014691047602249524	0.026136721759519706	-0.041961894639767426
107	0.0008403639984484214	0.01979004794170457	-0.02503186956697373
108	0.002115619539990081	0.012084136261518332	0.02192396909145131
109	0.0004042346151657791	0.026969231145530754	-0.023715354316373272
110	0.0009147088328266311	0.004273832789363494	-0.007575493425784788
111	0.000684549171611651	-0.019096512201832946	0.03391747024203426
112	0.0014084241552586453	-0.0015054687224914632	0.004637697145663396
113	0.0003479813966413464	-0.011986587067286687	-0.060158357899155156
114	0.004352457253513882	-0.0006210150696648794	-0.01428170243442814
115	0.003567722138133894	-0.013217362520159	0.019402173015744307
116	0.0015567417769618984	0.008808816623990835	0.01722167473497487
117	0.0006631833807219309	-0.013985666436222005	-0.007930190473959037
118	0.0009307040937326891	-0.02384597558976316	0.025176999531586582
119	0.003697053525242851	-0.013517976453583215	-0.004825009327006866
120	0.0012145028348837595	0.00014592776134890302	0.039160747295396765
121	0.0008719110221092254	0.024589945821437732	-0.02382337757475472
122	0.004535856553779854	-0.02418695026997265	-0.02690609509954996
123	0.002265558048427099	0.036873452448443596	0.02287413798923852
124	0.0010297420652106	0.07643290902116934	0.06409925670402013
125	0.0019532185423057967	0.011019859254541381	-0.022743671124656743
126	0.0007501392068930995	-0.007922029682508441	0.010222955395910446
127	0.0026103957643866913	-0.039076108393176136	0.04372940368788053
128	0.0014012602022720414	-0.0016501040249280784	0.016745958353736982
129	0.0021625067182484805	0.014932012286297423	-0.025585876914871526
130	0.0017736477726144854	-0.002778114697161636	-0.0031749310368801376
131	0.0011778138216235496	-0.02524039006615851	-0.012401128966291189
132	0.0012295942123015501	0.019712543298302874	0.024002243022410365
133	0.003575963022278633	0.00036155108360069743	-0.02208935236262147
134	0.0059076980370665125	0.024985275261522624	0.009158358133627796
135	0.00185072260958008	0.04217863313674442	0.001994429948157929
136	0.0018691039795175923	0.012523689528013507	0.0047872906864936116
137	0.0017314055815859798	-0.031967192634727304	0.01757287756901014
138	0.004014976891015995	-0.05729436902930806	-0.00949731406164243
139	0.002843149022692486	-0.029020832384600816	0.017651077052048308
140	0.0006111982388768227	0.029083788286972157	-0.013164849228291371
141	0.0014944443920228809	-0.001106116075128715	-0.003559571956137307
142	0.002943187200258579	-0.013478030323041927	0.01742023016508629
143	0.0007937064644967654	0.0006609526219390519	-0.038388691817181284
144	0.0018297443514846549	0.004162552648899974	-0.0062632330135685135
145	0.001400843911967905	0.03003171253819709	0.004243482880303705
146	0.004609406439678341	-0.002512823208302669	-0.011928981144173956
147	0.001950313432468278	-0.03303423756256066	-0.019906732390451768
148	0.0006204994103730953	0.043991309620650676	0.04397705254070229
149	0.0029269564487034183	0.026100673021671888	-0.0018102831473806166
150	0.00302355732463977	0.050962032355267715	0.014293351721172968
151	0.003944555323537496	-0.008781045913910879	-0.007450073441690152
152	0.0011436735618986671	0.02671884582549868	-0.05910892987255766
153	0.0016744610069675725	-0.021313282255395246	0.016803346960749414
154	0.006093920964914834	-0.006165237749446786	-0.01050653289084039
155	0.005125497478270651	-0.03507142159402949	-0.02290028168798863
156	0.006316238119007457	0.03321059815621815	-0.023601414913103497
157	0.0029283441752153347	0.01087164967413937	0.053175096597435495
158	0.005196318455388775	0.031865111256035535	0.014912356616910106
159	0.004646372382787808	0.03471264986897469	0.01299513393222715
160	0.0057622278301066475	0.018553053245172462	-0.009857398261566131
161	0.0011289777608759054	0.03148516836773608	0.021998356964467173
162	0.005258728431546728	0.026276701922334188	0.0002460876082064759
163	0.002752097039503164	0.003509403390614979	0.02182420670430349
164	0.0034646958249022934	0.027349531461626744	0.05134211535526341
165	0.0007724893352869753	-0.010968804268083636	0.005374001265957786
166	0.0030480053992428917	-0.015639407646407675	-0.04595077741146226
167	0.003279242621616901	0.005188684961430196	-0.014394369394742234
168	0.0006412399521858841	-0.011821455425285295	-0.020598826981447743
169	0.006359083089424978	-0.006151092186970927	0.01513515708931642
170	0.0019015139273532823	-0.007920614268434142	-0.042156163795742746
171	0.0012090427136169442	0.019362547140508717	0.004828017439342544
172	0.0017986809858439039	0.03880516096686472	-0.024006809519938953
173	0.0030855830019045067	0.0009546696286012373	-0.027064528563991427
174	0.0014301180759169196	-0.0076629946098001065	-0.020433583821973827
175	0.0007213415313204695	0.02652271232613661	-0.038189267122668666
176	0.0047667821881693835	-0.013649935936643345	-0.008739218283448603
177	0.0028200132278318637	-0.017111035105122747	0.015584718334114709
178	0.003805347124736334	0.024725779821812354	-0.03487657197531259
179	0.0014437471587545798	0.009256733700925042	-0.0022965507971723586
180	0.0029074623031106117	-0.03266000208131636	-0.016655117364390792
181	0.0045183474236843105	0.008985011371150731	-0.02547398485802033
182	0.00048563857816493405	-0.0032873263520688616	-0.02175367333264551
183	0.0039907746310428975	0.04114868635476952	0.001337564871456272
184	0.010471788724275306	-0.028549905535836563	0.013514447926375777
185	0.002278538089288804	-0.016506959253591483	0.04266424025996816
186	0.0006607870559828201	-0.017838026086750492	0.03985253878762127
187	0.0027323129064648786	-0.03942179254203283	0.02536048580579589
188	0.0030375261246318123	0.010435956627846823	0.01980284099739832
189	0.0020144267442023327	-0.004347491509674418	-0.0024929073314794705
190	0.0006497786572512604	-0.046158248520530576	-0.05338653086591185
191	0.0014432271733690904	-0.031108430891916002	0.03970413476649794
192	0.003916711467306033	0.01804971484381798	0.015549967774023921
193	0.0032766222259974507	-0.0329745070886253	0.009726313761751934
194	0.0015424804277296502	-0.03392637734272404	0.008342513461202622
