x,y,sampleID
28.363566562314045,28.228770842628926,tsk_9670
29.8980830691271,21.676210712535298,tsk_3635
30.240750165858607,15.721673416966748,tsk_7078
24.4670351139501,30.436887719067833,tsk_7602
34.884274547481226,16.2012062600938,tsk_11542
43.785500134283936,15.489621829269643,tsk_11748
38.54757082130618,18.270702125461735,tsk_1389
24.452444844316755,23.644712705029214,tsk_4940
24.945686820446156,21.840989707131847,tsk_2900
22.59890366406964,24.843867054064855,tsk_1768
31.51188790658925,12.007243126178269,tsk_4624
31.071869658059775,20.237902621480696,tsk_3631
29.63815624967406,20.927094446880943,tsk_11289
29.397984490465475,26.657532351921226,tsk_4031
39.31032310020862,15.32377501573499,tsk_4939
35.67758397306905,22.368776593041748,tsk_10987
26.377448895856798,23.089819646075135,tsk_5624
28.894683761727286,21.091273398843438,tsk_5351
27.76375732111015,17.769490662354592,tsk_11954
28.659677094664737,19.976053198800756,tsk_313
22.670252052604827,18.484120588611688,tsk_10455
29.11055859096796,18.20429516073112,tsk_1216
33.764592570159685,17.08379336394074,tsk_8945
32.37481571436803,18.87841115189281,tsk_6410
29.71117795598864,27.587771560380375,tsk_6512
24.152007914070428,24.98441477275827,tsk_3112
24.335481459314487,30.992128293060944,tsk_11580
33.89038127918294,21.650001760137336,tsk_952
25.26432841889303,27.74317881152745,tsk_4010
28.641231198528672,19.68455126560885,tsk_3384
21.432823503583695,31.528135489257668,tsk_875
20.988119000360193,31.44035950885446,tsk_4033
25.47602583361616,25.61376292882409,tsk_9116
28.798511008394332,15.349996605043463,tsk_2911
25.674247250744767,26.643287394548707,tsk_6378
23.92566213398615,24.15472577630665,tsk_5431
32.4489362139289,18.930702687583633,tsk_9407
26.01556970275903,21.257688873351047,tsk_6978
29.462685441190864,16.12954234059098,tsk_10066
35.22104482732895,17.024576801290372,tsk_9446
29.31557017243488,17.451148352469566,tsk_5677
25.127727069706665,24.343211615020156,tsk_9627
29.782690480031622,20.570430284643667,tsk_10065
32.56341133277628,20.03415771332623,tsk_2901
23.55050766503854,24.687535834144313,tsk_1956
31.966525774150888,22.964658945541586,tsk_11629
27.21506832503636,16.988922179516454,tsk_9614
28.26380676214387,21.435376472033667,tsk_8829
27.347425670743814,22.144123916448308,tsk_2887
