x,y,sampleID
10.433318169889333,12.386183513198405,tsk_11681
7.581028750070821,9.810106212872515,tsk_9305
9.673332175548175,32.64113223394003,tsk_1706
43.77901121576798,15.727108471416722,tsk_1007
26.78819037970849,24.363044109137167,tsk_5429
12.820756045370594,34.29653343050356,tsk_2060
13.990310949478392,44.12022064671396,tsk_4981
24.26742872235573,13.186659664677762,tsk_2761
21.429143444897193,3.4081629128126707,tsk_27
13.63605792699489,44.77501672886566,tsk_9394
48.144896416642396,8.604747056341221,tsk_1076
37.13565738337147,30.34611327080064,tsk_2133
6.260392521805443,7.840523850306123,tsk_4354
6.405923018165321,31.900232511548282,tsk_6590
35.588828225353524,18.630535841682402,tsk_6296
12.626655211982381,34.0132390594147,tsk_9392
26.801495621307026,43.260938499133886,tsk_1903
46.6999176078791,39.62642357152203,tsk_8010
44.124675537645366,15.051729463541214,tsk_6254
28.501910485506894,45.38722602143612,tsk_3694
45.50175230743531,26.70095877943225,tsk_1743
10.020219722207681,13.20033640098608,tsk_4975
24.87718371190242,6.184070597103489,tsk_11480
14.802534580000497,44.25477141247577,tsk_4286
44.867115381944345,7.595786693369483,tsk_2537
25.24105805047558,36.86072133288363,tsk_8908
9.266071954108181,11.683919164827119,tsk_4507
40.426840300363835,41.45405107160237,tsk_4488
13.596214051810268,43.695136830849584,tsk_4221
27.887579685197576,4.4486336954671835,tsk_7823
14.681480455251798,42.442656785290865,tsk_8323
3.1357158825429714,5.494014075770831,tsk_1135
11.74659367271822,12.583817977055775,tsk_6100
45.07210944767625,48.06440745353906,tsk_7217
30.805434250236992,45.006879425390146,tsk_9839
32.013676903970776,42.25997608246726,tsk_5343
6.989828774112347,8.501003684992341,tsk_6385
43.676614831737254,33.06359914162349,tsk_2025
16.70651958127813,39.83615668672907,tsk_8997
12.0445023490241,10.510478182635104,tsk_192
30.479258986890674,24.477068191196764,tsk_603
46.48192707573638,34.139393222188964,tsk_2089
42.28275316150255,22.0305633072476,tsk_480
46.58973712012565,3.6408427728272805,tsk_4086
40.35351806924912,46.30138880284555,tsk_10701
26.970108844344274,3.7253083641885993,tsk_3128
9.967590179057705,12.804339635344919,tsk_2987
38.07035327776164,3.7843145157190854,tsk_80
15.916781910003287,22.126950759780435,tsk_5562
