	sampleID	x	y
350	tsk_3201	37.1095495543173	8.475178278879106
122	tsk_818	48.35173204322674	43.45275135674894
240	tsk_6279	16.55387891436771	24.72527475399052
102	tsk_5307	29.911025338303286	41.81357999462968
191	tsk_2633	37.824714579274485	44.561047525050974
80	tsk_3060	41.05693007468425	41.655483033795385
85	tsk_9200	25.94327699156614	19.70812267341277
434	tsk_7960	46.78456032660842	24.901893264836115
222	tsk_2228	18.225449419558515	7.723215720361405
294	tsk_5919	28.72990847834976	19.398955895796195
391	tsk_4964	25.00435927007738	43.221088856019385
125	tsk_10464	47.90552224170644	12.031839016457107
36	tsk_9040	45.26548156037029	17.32261841743697
363	tsk_8637	27.76287184585584	9.300785017041786
48	tsk_11681		
82	tsk_8294	43.99273665099778	35.575322434235666
156	tsk_11151	44.95476255714746	49.04696993784961
226	tsk_1795	25.3699865313457	28.940766615022195
209	tsk_11663	42.16346017480873	46.3171204987794
97	tsk_7816	44.4200401417852	37.25441619573131
150	tsk_2791	33.00662923310772	23.30542372662687
347	tsk_9624	29.95053664571744	8.362819780294176
423	tsk_922	34.16162734996489	46.19590610333365
110	tsk_235	15.777324002866756	42.761384951228166
356	tsk_7651	49.65374334407856	39.558059043875545
141	tsk_4108	41.34942203954101	7.777238978274378
40	tsk_8266	48.08255123573142	12.52237826171674
404	tsk_1213	44.056750538054	47.766027757385565
44	tsk_10568	29.697445244729003	34.4922531065051
66	tsk_9794	30.839318046648817	25.51741609372634
155	tsk_10814	44.41213844053179	21.26467174611814
282	tsk_3338	34.73560182473811	20.368930580152004
31	tsk_2958	48.46594831026619	9.56102731474798
64	tsk_4586	43.20842225017888	22.48091751992577
448	tsk_5439	45.55547968557414	22.072708694145607
334	tsk_2122	42.41430657701773	23.621713400742504
132	tsk_5450	26.318889914600117	28.84687123589816
42	tsk_9305		
8	tsk_1706		
427	tsk_10332	43.85371592755515	14.310983857805
17	tsk_10833	43.81328688668936	33.7197100093463
377	tsk_5581	36.54230474818759	38.447988780860896
244	tsk_7706	41.39928150971711	37.184446892414925
23	tsk_8128	29.94619848991541	33.984874506588206
5	tsk_1007		
113	tsk_5829	26.54141719821707	7.024888019633586
403	tsk_11121	13.32732783146696	12.08019029192801
