x,y,sampleID
13.903895938623963,21.083945984704556,tsk_4102
1.9435738675184382,35.641771708588124,tsk_10221
7.464714033834987,4.145615007792873,tsk_11370
46.76592179405503,21.62376306225526,tsk_1694
28.997634275526497,41.214706637413116,tsk_7529
-1.7709559756767455,10.193266985193263,tsk_2608
25.854941589062356,10.920720079404541,tsk_3639
11.762115150242927,14.67287713651153,tsk_1283
40.898202959132774,31.056317122855525,tsk_9285
6.739242248292772,44.6798506658497,tsk_7202
7.796051186905089,22.628061758514313,tsk_7765
7.7438850197509765,43.87291119475729,tsk_9749
44.868281265710216,10.570531408955237,tsk_6662
29.01644851595544,4.6762964248692,tsk_7490
17.339474793277866,18.61404931607572,tsk_5385
46.89704672376871,2.324621199618772,tsk_770
4.548362267228651,16.443641446716335,tsk_307
32.18634933714672,23.007564639841505,tsk_232
48.80054194239544,33.87578980501171,tsk_12069
17.642046680756017,28.725230350641834,tsk_4451
38.477528819899035,27.199135436600653,tsk_1664
16.98422530563429,2.702831391579924,tsk_11743
44.65735655026282,45.929988832557726,tsk_155
37.989208521703496,21.20890330637231,tsk_9179
6.289626063875737,12.895906745601518,tsk_7149
38.423735808689884,23.37304263666201,tsk_5043
46.11932109684187,40.40579528147359,tsk_2854
6.831766162628636,36.13184116962146,tsk_221
7.629489632096313,20.438348291168886,tsk_5399
22.895868118244188,35.79035272964156,tsk_9370
44.600585862410014,12.183496387535175,tsk_6860
21.089990037307274,44.00469269431175,tsk_4128
6.397267288587322,41.8670054752733,tsk_5234
29.851841056202527,9.611268018237087,tsk_528
25.118542996643477,8.423858555061614,tsk_7525
29.782669335522986,44.43319097165276,tsk_11213
31.639187453301773,40.1666548629416,tsk_10620
49.404558941129984,49.5805201672928,tsk_5220
44.91679433992637,2.649078279346444,tsk_9431
47.44192258323292,38.9586058919859,tsk_3488
46.24986477887919,10.490551223899322,tsk_1713
8.781593964886763,4.066468437893043,tsk_10128
19.716959632403714,10.306248621659337,tsk_2249
4.544480247133244,43.285152248379234,tsk_127
43.741774561035285,4.680297108048009,tsk_6442
29.095861885636168,4.187396201158208,tsk_7276
11.75240604101225,43.976718042728365,tsk_6874
19.75421143878977,45.447268743698686,tsk_3486
6.426995347118034,18.81562599784029,tsk_342
