	sampleID	x	y
88	tsk_11502	18.77468712430281	48.129199441132506
60	tsk_3899	10.148285775670868	26.496342127507333
77	tsk_6643	41.44167681330877	16.026428442954806
166	tsk_8880	7.262195956009271	8.886362292042485
39	tsk_8323		
161	tsk_8082	33.04438463103666	31.788022108174157
162	tsk_5174	38.02877281125947	9.76378051697962
65	tsk_247	42.35129398617124	18.497514669854656
213	tsk_6967	21.178590288301816	25.17822910176916
158	tsk_963	37.81248364026114	31.79703742917747
44	tsk_6494	33.01781831006131	43.12845058908711
94	tsk_11836	32.37719895465671	13.259664921355032
217	tsk_6141	39.196968618025934	2.162302152269429
224	tsk_763	39.70594658837062	11.244832423134351
440	tsk_6508	27.273357912042485	24.43788247720484
419	tsk_3376	12.101917880202436	18.05433087097918
241	tsk_799	24.26134762751373	46.03706933923249
437	tsk_2895	35.772718718847244	4.746978529790161
24	tsk_4488		
6	tsk_1076		
68	tsk_9310	20.718057897542348	17.74709340283955
222	tsk_10710	37.86475071580919	36.9034068688066
187	tsk_1897	47.0343237640514	10.685040335114351
406	tsk_2491	46.33545655861704	40.099591389033215
22	tsk_4286		
354	tsk_6692	43.31289482742173	21.40186136606278
156	tsk_5817	23.775995103153544	4.9664021356838095
291	tsk_3870	26.05391182701233	31.29188762553186
30	tsk_5562		
407	tsk_154	28.47703006635281	3.860771848130068
132	tsk_4191	41.79114059979472	31.130249201430477
188	tsk_3026	23.3776547087407	39.96965293518129
86	tsk_7191	44.64151089289104	29.50594202328353
373	tsk_8697	31.597216723315874	9.095529764480554
447	tsk_8724	30.228215303574355	28.3902816024796
46	tsk_10701		
368	tsk_6357	38.87014608263527	10.202911767953152
218	tsk_1407	47.70740506521263	29.29417963118873
365	tsk_5279	10.379779773055208	33.32507980003044
412	tsk_7741	31.570589990582565	11.512569804520613
173	tsk_11450	1.152489849444109	43.36366539173257
223	tsk_10583	36.31575911293034	30.207931383959288
335	tsk_7997	40.769956791422544	25.68066668225091
122	tsk_3835	37.58974945752561	10.27117822849519
176	tsk_9896	32.70235724927154	17.242677276187273
248	tsk_1649	32.567454132893296	13.58565561262276
11	tsk_10237	34.838712688873514	25.83991116074232
438	tsk_5883	34.25640899405833	3.3055884192552227
376	tsk_6430	35.647045765411306	5.878936410647253
0	tsk_27		
163	tsk_8359	37.54321965021207	7.622530345247324
12	tsk_2060		
420	tsk_7662	6.454574830069429	9.161843570162317
97	tsk_6785	40.42243734254739	25.409006393911625
242	tsk_1817	40.030082967482656	34.85557504495127
197	tsk_416	34.389555597272114	48.88634942226553
57	tsk_9103	38.160127814137525	20.035628803299307
63	tsk_4356	20.06255953990403	25.22221966941032
432	tsk_5499	32.05179388616173	46.41167681277423
240	tsk_5757	34.58125716484124	23.53552633064616
304	tsk_7350	26.82208804155651	6.689743098315048
22	tsk_9348	49.1675329915309	30.466631496817563
293	tsk_10598	13.130023190861282	37.163631214590566
252	tsk_5629	39.54841234832683	34.017926851325576
367	tsk_9585	27.359864235287137	22.715242892721832
21	tsk_9384	40.93163441090103	17.564464287548233
98	tsk_10592	13.84099502502105	48.07736399874804
329	tsk_11811	41.320965488938576	35.91882270601966
417	tsk_8149	13.729927546919464	24.82406709819929
17	tsk_2987		
232	tsk_2015	46.21861935363916	4.0189024656055645
268	tsk_11484	28.36863573423333	18.283531739257302
19	tsk_751	40.30800754206858	8.229975689549724
298	tsk_5716	36.35036731179908	35.11704002616351
106	tsk_10016	41.373866513883286	13.878921189298952
320	tsk_6533	47.75002377068383	46.70400639976344
310	tsk_5240	40.23491125072485	41.88709248503358
117	tsk_6003	28.29524401784237	13.714327113424906
26	tsk_4975		
227	tsk_9309	20.965991349494693	25.22969580691521
47	tsk_11480		
28	tsk_1019	40.99591583556105	14.459622648917142
326	tsk_11800	45.1600148472894	8.43861355924442
74	tsk_10576	19.222913700039264	20.33476055137761
138	tsk_10595	0.9577758360311268	32.15183495746198
360	tsk_510	37.94467361593205	22.12120395846798
95	tsk_7011	44.20459477674378	41.35124998131313
101	tsk_11332	46.71390525325747	13.744335096706951
51	tsk_1130	39.365805138132096	10.179758385932052
129	tsk_2480	44.01834793194755	14.544295786562136
413	tsk_1022	46.47049280257537	30.649848830186656
181	tsk_5282	22.22757557600421	16.529377500777894
280	tsk_4132	9.305556365426613	18.19770545115647
204	tsk_5754	3.9504591101400304	16.22863400837595
169	tsk_3732	42.580808081323504	37.88334455591861
180	tsk_5706	32.31225307988669	31.570727794154013
449	tsk_11253	3.018309721413305	11.571317695270205
211	tsk_7313	48.688227370233335	26.259368936543535
262	tsk_9469	26.03902986490932	20.791407539884663
441	tsk_5767	43.93719820740564	27.19758364018855
116	tsk_1058	37.403592603370186	26.938800235673188
20	tsk_2687	35.17632602549528	37.3950956238269
386	tsk_1955	48.06940998387338	27.325120201936997
196	tsk_1011	25.270039883349405	20.257297722930183
337	tsk_11101	27.8888818423824	30.996541452554705
17	tsk_2754	21.13643325241925	35.86912119938884
295	tsk_837	19.551983470466062	46.84609421390298
147	tsk_6224	49.3013843797259	44.49266093134023
104	tsk_8714	47.04546701694075	35.918727988214336
369	tsk_1498	28.9582731703573	11.95486244620683
333	tsk_3922	49.75388014949628	12.7781755154148
445	tsk_1082	25.88817764076964	47.191455422645646
9	tsk_2460	27.837424671055235	23.584963383763696
257	tsk_8140	40.806206377123424	42.55041167629871
