	sampleID	x	y
8	tsk_1929	40.70590147711482	24.664024457597723
38	tsk_8010		
363	tsk_10612	35.120119706082875	42.60148043811175
48	tsk_1768	37.92632958918942	8.52344273644884
302	tsk_11096	17.1147744900865	28.862355299467247
43	tsk_9392		
392	tsk_5382	40.461266610379	1.5393530558581432
85	tsk_2486	7.318212664019132	23.83202194517108
322	tsk_4442	21.43827125270912	36.06303975924248
168	tsk_5685	23.187431531974795	11.473842415003071
325	tsk_9046	18.39447710501189	13.994617148728098
183	tsk_9822	17.88889364058339	28.250523150865423
35	tsk_2477	0.985935912847119	10.40944722153024
440	tsk_1090	4.527473413560267	45.516820270334826
9	tsk_5636	34.40881470893926	17.606174592785862
245	tsk_8219	11.165212354908212	12.390278337310656
431	tsk_9934	7.864729499962091	14.174040573260834
55	tsk_8377	41.6242156043817	19.84718457921178
350	tsk_10926	25.50723003912625	42.55080869247565
186	tsk_5424	25.65894729411024	49.517383404078856
148	tsk_3292	32.538967104198186	12.56464924400238
41	tsk_11419	26.86739609229581	6.701973314641125
292	tsk_755	29.095627511591584	14.190548618917289
75	tsk_5378	5.343453236215907	3.8606978207357456
13	tsk_6561	16.5952848547811	22.894537733868475
23	tsk_166	12.003419222752695	35.438080284093786
444	tsk_10342	11.05234134383648	2.4731559653587576
72	tsk_1259	4.210248398654324	31.315658762220483
429	tsk_8784	28.214536782614708	29.102997257229816
397	tsk_11551	45.310016518151365	33.34761926301195
356	tsk_5642	34.49201402044101	4.734556519853928
147	tsk_10698	29.551307961660385	22.39342424312009
14	tsk_2133		
63	tsk_3621	47.62052866678834	34.8472092624077
92	tsk_7725	2.697992365589135	38.30835250297439
257	tsk_8851	42.07831010229155	33.241454691052546
336	tsk_7132	39.112770044532624	18.93838288383783
140	tsk_5405	17.68027666122411	29.407383523527827
233	tsk_293	48.90615348467068	44.26060848544619
66	tsk_10387	3.1902937866381245	7.41012920953685
24	tsk_4488		
167	tsk_920	34.15096829845999	35.21894949269013
1	tsk_80		
364	tsk_227	7.111824469714787	6.696164320931994
375	tsk_7318	40.85304774856843	38.78275943931104
181	tsk_8824	47.97247870251234	25.294529822039262
164	tsk_5307	29.911025338303286	41.81357999462968
86	tsk_1700	39.27818138341891	43.06658119266832
224	tsk_6600	10.80238271546205	8.285668954083306
46	tsk_10701		
318	tsk_3586	20.942333415008164	7.4854121305027235
14	tsk_6953	12.108200538300196	48.81804891209568
311	tsk_11405	29.49403339251967	25.32205665432964
80	tsk_4623	15.078282284866692	27.349817076260667
387	tsk_1449	23.8488413857142	1.255378572856571
10	tsk_1903		
372	tsk_3818	30.32486309382085	43.94348105857984
24	tsk_1881	39.649899132588985	47.986798711962784
402	tsk_519	47.26883658469952	42.29615239562892
29	tsk_837	19.551983470466062	46.84609421390298
127	tsk_4137	24.77488609778932	35.59461222053752
206	tsk_1385	42.99065892249602	46.12241229443588
73	tsk_464	42.94570146783618	43.43663464769031
2	tsk_192		
38	tsk_719	8.841040757939759	42.27072115950362
404	tsk_10252	32.771298167892816	19.29714522308197
339	tsk_5316	8.969239090007962	32.357178105737695
414	tsk_1502	1.3368842978672906	35.01446472483462
312	tsk_248	40.9396168234745	7.538820952004169
1	tsk_6055	28.779267085050936	5.592694407307101
133	tsk_1328	35.73992811938156	47.27677894338967
89	tsk_11772	27.356118554139535	35.89751937739683
334	tsk_2895	35.772718718847244	4.746978529790161
