	sampleID	x	y
0	tsk_6732	46.32510002287081	3.885633787110304
1	tsk_2930		
2	tsk_1834		
3	tsk_5843	14.546622462206038	12.044372635453309
4	tsk_587	2.57760286395601	35.92622690052717
5	tsk_8230	30.86522294762661	24.23825737797113
6	tsk_1055	45.755910605886186	20.33186109366108
7	tsk_10923	44.86976041004025	40.59247825562232
8	tsk_1627	45.672984737618	47.78071577767291
9	tsk_3951	46.14032050854144	30.140201527753007
10	tsk_8498		
11	tsk_5032	47.74815644206559	47.452742790747216
12	tsk_10112	4.010858620352413	34.089537712151696
13	tsk_2955	7.618620049862001	48.44303273966499
14	tsk_6966	48.4321290442195	3.4251217435749424
15	tsk_9631	40.69184053000882	31.701517458179023
16	tsk_2649	6.238888019326024	6.105253828419283
17	tsk_8538	34.68105297342826	5.50375306604478
18	tsk_4760	27.91267717796595	24.62864120258125
19	tsk_4130	32.45286014581671	45.68798683679101
20	tsk_10742	25.56979585290801	33.743090987938544
21	tsk_10764	35.11250645657215	18.1107423218191
22	tsk_10394	34.18043103386423	7.174617169044212
23	tsk_2799	38.1076912442756	13.969548054703244
24	tsk_5834	3.589696098105084	2.021980899838983
25	tsk_6919	28.75220437538605	1.0198451613222734
26	tsk_7030	8.684665906899173	19.34626882911734
27	tsk_10056	18.393765836799176	11.021002032963043
28	tsk_5618		
29	tsk_8991		
30	tsk_7220		
31	tsk_4188	31.19057736438856	42.080941237339296
32	tsk_7572	38.07004838455043	19.264762081319283
33	tsk_5325		
34	tsk_5519		
35	tsk_2305	13.640314398114214	29.065317334106187
36	tsk_3077		
37	tsk_5219	37.60682518779719	14.712690547184778
38	tsk_1492	26.90705255939064	16.6168766363473
39	tsk_8054	12.407665449268617	37.45146708055737
40	tsk_4733		
41	tsk_5505	44.90534202086968	12.693705584507647
42	tsk_3484	30.8919939655247	28.07571740027085
43	tsk_7348	47.12440217632627	16.22505725243165
44	tsk_1927	31.010904477010136	31.11356436049452
45	tsk_9327	15.30910242199834	19.43428965090397
46	tsk_5637	27.321479775456783	12.321274490971724
47	tsk_6826	17.100194563420306	42.58679547718957
48	tsk_4455		
49	tsk_9853	25.243843633936404	25.74025955281989
50	tsk_7405	35.00688625626511	35.7890431219611
51	tsk_70	13.314352897178226	23.930175595190768
52	tsk_6869	21.6924609561022	26.768282880326023
53	tsk_165	49.11261368105849	12.2623616136713
54	tsk_5328		
55	tsk_11364	39.82886201157643	18.503285549787662
56	tsk_63	3.385427916086768	39.38836475720936
57	tsk_5561		
58	tsk_3161	35.185730211652455	27.458559930037094
59	tsk_9426	23.04656334686833	28.868641204714542
60	tsk_4266	40.31030672609738	12.218660780257874
61	tsk_11625	32.88994497876777	40.81931051815927
62	tsk_8683	45.01580594063557	9.687203428534156
63	tsk_3006	4.536351241125457	2.0820921879094474
64	tsk_8069	45.46499489243464	27.16501084578911
65	tsk_8905	20.269407472930784	35.564761379074675
66	tsk_9497	15.634631295937496	46.68481238421886
67	tsk_105	48.91412392158105	22.89050613051028
68	tsk_11789		
69	tsk_3105	25.585240871248825	5.6153181384581
70	tsk_1590	17.14210056865624	6.3144938059172695
71	tsk_280	31.37681903928577	13.213271170001375
72	tsk_8287		
73	tsk_11868	34.00879110253064	46.86049146480453
74	tsk_10064	47.86133961909283	19.319655063321992
75	tsk_6930		
76	tsk_8722		
77	tsk_10780	19.44041252565555	23.17667533180388
78	tsk_2991	13.171313878170231	20.54003023078093
79	tsk_9074	42.99592901318282	1.8400833758020785
80	tsk_9462	45.39072880082879	35.22125927462995
81	tsk_3688		
82	tsk_11509	31.1579774992862	9.63936040567332
83	tsk_10601	46.98406607920875	45.94147635314221
84	tsk_7035	8.502684119713377	40.70804986889305
85	tsk_9757	21.76398740139906	43.11589282694427
86	tsk_9582	48.13187038452966	32.08060208526122
87	tsk_4270	23.2638418526457	10.380590072910532
88	tsk_899		
89	tsk_1416	4.591922126918784	35.54768522396584
