x,y,sampleID
34.23936494590457,12.81628999934097,tsk_9688
29.129495141182222,42.36083303347778,tsk_339
9.57603194807152,4.5769219744667495,tsk_292
6.191842053358759,5.196201698545156,tsk_2082
42.30087539932918,44.54560448794474,tsk_3103
43.62797237474338,43.03676640649685,tsk_6966
40.08385490743159,46.366720946249956,tsk_2252
26.83242424878839,39.32389232969848,tsk_8723
11.801407631250074,26.582554590872704,tsk_1423
33.847579789024266,46.952247976924376,tsk_2901
30.677667670112946,44.83611850026395,tsk_7395
8.932508991043917,21.112805126167512,tsk_6915
40.996165936054176,20.71729852035533,tsk_1487
12.741844054674978,33.85081089435759,tsk_2169
12.256520491249994,26.036503801130785,tsk_6532
33.05410508029328,42.71223584929185,tsk_10353
20.22410133751625,37.24979980642865,tsk_4043
11.015729021212618,5.034426913081919,tsk_5745
42.24116004185526,46.38573178378557,tsk_3364
36.79597671553422,44.09964136030315,tsk_607
19.019492435046388,6.969858717237425,tsk_473
41.37031627828231,19.09538316539487,tsk_5658
28.452896233842402,41.360998287556484,tsk_9988
18.007824660426614,30.86433686054162,tsk_2719
42.80597327121376,45.661858626148216,tsk_4402
33.831711739787906,12.138502900526612,tsk_5209
26.631978472859366,10.119332078009146,tsk_286
41.41420956182809,45.82842333081972,tsk_7332
34.6053842264793,44.832789912339564,tsk_1950
30.866353618989937,13.938676147463067,tsk_3305
20.11710037554018,46.87364222296816,tsk_61
27.08827027112002,39.904100046845365,tsk_2561
41.35806057469164,19.71167257267942,tsk_4450
43.42103094455328,42.83678051412929,tsk_9055
7.196770340386369,11.833987846114894,tsk_7979
26.899186964222004,8.43017857043383,tsk_6442
7.361539277138274,19.954050603124628,tsk_5210
39.88848776108536,14.407649323080928,tsk_6676
7.231501401794432,9.378531833000217,tsk_4259
11.475337609566132,6.254516757511958,tsk_6829
14.618880426251527,3.0748899081650585,tsk_5211
34.69178866086756,24.91175905755109,tsk_4816
7.00891523100789,5.371114934718062,tsk_373
9.049466891199756,26.51121997486717,tsk_384
38.68263342035538,18.857314709152572,tsk_3637
42.17545147456007,22.968777068189652,tsk_808
5.254050852131677,6.611000405706541,tsk_10165
39.69212886166186,14.586540627748832,tsk_469
22.100816292429098,37.74502874152019,tsk_9471
