	sampleID	x	y
0	4351173951	-8.33	11.47
1	4351809003	-15.9	13.55
2	4351854046	-5.9	13.21
3	4351907827	-14.917	13.567
4	4351927944	35.299	-23.716
5	4351934454	-14.917	13.567
6	4351968416	39.909	-3.511
7	4351980562	-4.235	11.15
8	4352094717	-15.649	11.957
9	4352095683	14.188	10.211
10	4352098068	-15.582	11.890999999999998
11	4352109564	-15.582	11.890999999999998
12	4352111191	-15.9	13.55
13	4352113388	8.7	3.7
14	4352122944	-5.9	13.21
15	4352131430	35.299	-23.716
16	4352138563	-4.235	11.15
17	4352157080	-0.2189999999999999	5.667999999999999
18	4352194967	-7.81	10.83
19	4352209659	39.909	-3.511
20	4352227841	29.701	-0.7509999999999999
21	4352241498	-7.87	12.69
22	4352262559	-5.9	13.21
23	4352267289	35.299	-23.716
24	4352268337	-6.13	13.2
25	4352273116	-15.649	11.957
26	4352276982	-1.774	4.912
27	4352279679	-9.53	8.48
28	4352280398	-9.53	8.48
29	4352300660	-14.917	13.567
30	4352307173	13.644	8.476
31	4352311353	-4.535	11.235
32	4352313469	-15.9	13.55
33	4352329177	-15.582	11.890999999999998
34	4352353746	38.948	-4.94
35	4352359510	29.701	-0.7509999999999999
36	4352360964	13.656	9.049
37	4352375286	-14.917	13.567
38	4352380377	21.017	4.283
39	4352380650	13.558	4.341
40	4352382135	-4.472	11.233
41	4352383189	18.583	4.367
42	4352387917	-1.774	4.912
43	4352389644	-1.17	12.06
44	4352391164	18.583	4.367
45	4352394511	14.188	10.211
46	4352396901	-8.45	11.88
47	4352400625	13.558	4.341
48	4352406459	18.583	4.367
49	4352408896	-4.472	11.233
50	4352409603	34.026	0.77
51	4352415248	13.302	-8.884
52	4352427288	9.455	0.384
53	4352432409	-4.235	11.15
54	4352438113	14.217	10.255999999999998
55	4352441186	-4.472	11.233
56	4352441763	-15.649	11.957
57	4352447524	31.651	-1.962
58	4352451644	-4.823	5.898
59	4352452849	13.52	8.801
60	4352463044	14.242	10.425
61	4352468576	-0.261	6.093999999999999
62	4352469090	13.844	4.777
63	4352471976	13.558	4.341
64	4352481639	14.193	10.102
65	4352488589	13.844	4.777
66	4352501368	31.651	-1.962
67	4352509448	34.026	0.77
68	4352541529	-4.472	11.233
69	4352541978	-4.535	11.235
70	4352547894	21.017	4.283
71	4352552456	-1.774	4.912
72	4352553531	34.026	0.77
73	4352560212	-7.81	10.83
74	4352562738	-4.823	5.898
75	4352563341	-15.582	11.890999999999998
76	4352563399	-7.81	10.83
77	4352567667	-1.774	4.912
78	4352568678	-14.917	13.567
79	4352569834	-16.033	13.417
80	4352570138	-4.535	11.235
81	4352570618	-4.472	11.233
82	4352572005	-4.823	5.898
83	4352575150	-1.17	12.06
84	4352579624	34.026	0.77
85	4352583538	-10.03	9.28
86	4352587358	38.948	-4.94
87	4352588970	29.701	-0.7509999999999999
88	4352592803	-4.472	11.233
89	4352599060	-4.823	5.898
90	4352601213	-0.2189999999999999	5.667999999999999
91	4352615164	-5.9	13.21
92	4352615884	-14.222	12.272
93	4352618912	39.909	-3.511
94	4352619498	35.299	-23.716
95	4352621455	13.558	4.341
96	4352622560	31.651	-1.962
97	4352624401	35.299	-23.716
98	4352624944	-15.582	11.890999999999998
99	4352629300	14.442	5.747000000000001
100	4352630739	13.302	-8.884
101	4352631937	13.844	4.777
102	4352633908	21.017	4.283
103	4352634371	-9.53	8.48
104	4352643299	13.823	9.513
105	4352645302	-10.03	9.28
106	4352646671	14.442	5.747000000000001
107	4352647177	9.455	0.384
108	4352647456	-15.582	11.890999999999998
109	4352649954	-4.472	11.233
110	4352651466	-4.235	11.15
111	4352651947	21.017	4.283
112	4352653266	8.7	3.7
113	4352654343	9.455	0.384
114	4352662333	-14.917	13.567
115	4352665412	-0.261	6.093999999999999
116	4352668252	9.455	0.384
117	4352670829	39.909	-3.511
118	4352672168	-14.917	13.567
119	4352673085	39.909	-3.511
120	4352676105	-15.582	11.890999999999998
121	4352676267	14.442	5.747000000000001
122	4352676559	31.651	-1.962
123	4352677954	39.909	-3.511
124	4352679598	-4.472	11.233
125	4352686742	-8.16	12.9
126	4352694253	9.455	0.384
127	4352695675	-4.535	11.235
128	4352703897	13.302	-8.884
129	4352704348	13.302	-8.884
130	4352704455	14.217	10.255999999999998
131	4352705823	14.442	5.747000000000001
132	4352707878	35.299	-23.716
133	4352710251	-15.582	11.890999999999998
134	4352712122	34.026	0.77
135	4352713620	8.7	3.7
136	4352716512	21.017	4.283
137	4352718236	14.143	10.188
138	4352718354	-1.17	12.06
139	4352719543	14.212	10.708
140	4352723552	13.558	4.341
141	4352724316	-14.917	13.567
142	4352725313	18.583	4.367
143	4352727452	-9.53	8.48
144	4352728802	-4.823	5.898
145	4352729077	-4.472	11.233
146	4352729131	11.515999999999998	3.972
147	4352732095	-8.16	12.9
148	4352736368	13.209	7.107
149	4352737621	34.026	0.77
150	4352738855	-4.472	11.233
151	4352741564	-9.53	8.48
152	4352744367	-8.33	11.47
153	4352752907	-15.9	13.55
154	4352754188	34.026	0.77
155	4352756770	-9.53	8.48
156	4352757289	-4.235	11.15
157	4352757699	-4.823	5.898
158	4352761382	-8.33	11.47
159	4352766572	34.026	0.77
160	4352766665	13.558	4.341
161	4352766824	-4.823	5.898
162	4352768113	13.844	4.777
