	sampleID	x	y
0	4351169528	9.817	2.367
1	4351420592	-9.53	8.48
2	4351470741	14.242	10.425
3	4351640396	-14.917	13.567
4	4351737385	-14.917	13.567
5	4351831463	-10.03	9.28
6	4351846389	-9.53	8.48
7	4351853772	-14.917	13.567
8	4351874651	-6.13	13.2
9	4351958637	-14.917	13.567
10	4351979092	-0.2189999999999999	5.667999999999999
11	4352005051	29.701	-0.7509999999999999
12	4352028016	-4.472	11.233
13	4352041262	13.558	4.341
14	4352052490	14.442	5.747000000000001
15	4352057939	13.844	4.777
16	4352105984	-15.582	11.890999999999998
17	4352107886	-15.582	11.890999999999998
18	4352135910	21.017	4.283
19	4352137652	31.651	-1.962
20	4352142668	-9.53	8.48
21	4352160022	-15.9	13.55
22	4352164407	13.558	4.341
23	4352166781	39.909	-3.511
24	4352169915	-14.917	13.567
25	4352174296	18.583	4.367
26	4352176379	-15.582	11.890999999999998
27	4352194610	-0.261	6.093999999999999
28	4352208049	21.017	4.283
29	4352208735	14.217	10.255999999999998
30	4352209286	-14.917	13.567
31	4352228845	-15.9	13.55
32	4352233806	34.026	0.77
33	4352234846	-8.15	12.89
34	4352237136	29.701	-0.7509999999999999
35	4352240923	-15.9	13.55
36	4352253905	13.302	-8.884
37	4352253952	-1.17	12.06
38	4352263436	39.909	-3.511
39	4352269137	38.948	-4.94
40	4352276692	-0.2189999999999999	5.667999999999999
41	4352276802	-9.53	8.48
42	4352286454	-4.823	5.898
43	4352286924	35.299	-23.716
44	4352302698	13.558	4.341
45	4352303326	-15.9	13.55
46	4352310036	-4.823	5.898
47	4352317515	-4.823	5.898
48	4352319304	34.026	0.77
49	4352326758	34.026	0.77
50	4352338809	-9.53	8.48
51	4352343983	-14.917	13.567
52	4352345941	21.017	4.283
53	4352348402	14.242	10.425
54	4352349740	13.302	-8.884
55	4352357651	34.026	0.77
56	4352375298	-7.81	10.83
57	4352378042	13.581	7.82
58	4352378954	-14.917	13.567
59	4352382540	18.583	4.367
60	4352382697	39.909	-3.511
61	4352383143	-4.472	11.233
62	4352385125	-15.9	13.55
63	4352386409	-16.033	13.417
64	4352387609	13.558	4.341
65	4352396026	-1.5490000000000002	5.609
66	4352396306	-4.535	11.235
67	4352399664	-15.582	11.890999999999998
68	4352401834	-4.235	11.15
69	4352404202	-14.917	13.567
70	4352407651	-14.917	13.567
71	4352408722	18.583	4.367
72	4352409799	35.299	-23.716
73	4352419476	13.844	4.777
74	4352424090	31.651	-1.962
75	4352425255	39.909	-3.511
76	4352428746	-8.33	11.47
77	4352429704	9.455	0.384
78	4352432466	13.302	-8.884
79	4352434796	29.701	-0.7509999999999999
80	4352437829	-4.472	11.233
81	4352444453	-5.9	13.21
82	4352449967	18.583	4.367
83	4352450693	9.455	0.384
84	4352451425	-14.917	13.567
85	4352451750	-4.235	11.15
86	4352458817	-15.9	13.55
87	4352459281	-15.9	13.55
88	4352466129	-15.9	13.583
89	4352469523	29.701	-0.7509999999999999
90	4352477459	-8.15	12.89
91	4352477838	14.442	5.747000000000001
92	4352478337	-8.33	11.47
93	4352480207	-4.535	11.235
94	4352481010	34.026	0.77
95	4352481140	-4.823	5.898
96	4352486764	-10.03	9.28
97	4352488911	34.026	0.77
98	4352490974	-14.917	13.567
99	4352496502	-4.472	11.233
100	4352500212	39.909	-3.511
101	4352502215	-9.53	8.48
102	4352507668	-8.2	12.2
103	4352512440	13.302	-8.884
104	4352514599	-4.535	11.235
105	4352514636	-1.774	4.912
106	4352515849	13.4	7.322999999999999
107	4352516846	9.455	0.384
108	4352521989	-8.16	12.9
109	4352522957	21.017	4.283
110	4352524038	-14.917	13.567
111	4352525581	-4.472	11.233
112	4352529074	-14.917	13.567
113	4352530614	13.302	-8.884
114	4352533431	-7.81	10.83
115	4352540324	35.299	-23.716
116	4352540534	-14.917	13.567
117	4352547492	10.868	5.726
118	4352551110	-14.917	13.567
119	4352551615	-14.917	13.567
120	4352555153	-14.917	13.567
121	4352556404	-14.917	13.567
122	4352558858	13.558	4.341
123	4352559030	34.026	0.77
124	4352561762	39.909	-3.511
125	4352562553	-10.03	9.28
126	4352567110	18.583	4.367
127	4352567291	14.442	5.747000000000001
128	4352569814	8.7	3.7
129	4352572033	35.299	-23.716
130	4352575212	-15.649	11.957
131	4352576366	-4.472	11.233
132	4352579482	-15.9	13.55
133	4352581875	9.455	0.384
134	4352583702	-10.03	9.28
135	4352586092	-4.535	11.235
136	4352586897	31.651	-1.962
137	4352587222	-10.03	9.28
138	4352589830	-4.535	11.235
139	4352591687	39.909	-3.511
140	4352591688	39.909	-3.511
141	4352593259	-4.823	5.898
142	4352594764	-8.2	12.2
143	4352595308	-10.03	9.28
144	4352595811	-9.53	8.48
145	4352596211	9.455	0.384
146	4352598867	35.299	-23.716
147	4352600128	-1.774	4.912
148	4352601035	29.701	-0.7509999999999999
149	4352603137	-4.823	5.898
150	4352603303	9.721	4.055
151	4352606078	-15.9	13.55
152	4352606929	-15.9	13.55
153	4352610074	-4.535	11.235
154	4352612303	29.701	-0.7509999999999999
155	4352612333	-14.917	13.567
156	4352614993	-4.235	11.15
157	4352615746	-9.53	8.48
158	4352617889	-1.5490000000000002	5.609
159	4352619088	-0.2189999999999999	5.667999999999999
160	4352621097	-7.81	10.83
161	4352622106	-15.649	11.957
162	4352622261	-4.472	11.233
163	4352622880	39.909	-3.511
164	4352623739	-4.235	11.15
165	4352623957	-4.472	11.233
166	4352628875	-9.53	8.48
167	4352631352	-1.5490000000000002	5.609
168	4352636782	-14.917	13.567
169	4352637401	34.026	0.77
170	4352638548	39.909	-3.511
171	4352642395	39.909	-3.511
172	4352642697	9.455	0.384
173	4352642698	9.455	0.384
174	4352643133	-8.08	12.81
175	4352643326	21.017	4.283
176	4352644970	-14.917	13.567
177	4352646041	13.844	4.777
178	4352646661	13.302	-8.884
179	4352647775	-14.917	13.567
180	4352648940	-14.917	13.567
181	4352649311	13.558	4.341
182	4352650083	-9.53	8.48
183	4352651521	29.701	-0.7509999999999999
184	4352653176	38.948	-4.94
185	4352656453	-14.917	13.567
186	4352656650	-8.15	12.89
187	4352656788	29.701	-0.7509999999999999
188	4352659808	-4.535	11.235
189	4352662040	-4.235	11.15
190	4352663717	-15.582	11.890999999999998
191	4352667561	29.701	-0.7509999999999999
192	4352673816	-8.08	12.81
193	4352681395	-4.472	11.233
194	4352683833	34.026	0.77
195	4352686649	29.701	-0.7509999999999999
196	4352688123	-7.81	10.83
197	4352688318	13.558	4.341
198	4352688392	34.026	0.77
199	4352688403	13.558	4.341
200	4352689206	13.844	4.777
201	4352689207	13.844	4.777
202	4352690440	-4.472	11.233
203	4352691278	-8.33	11.47
204	4352692353	-4.235	11.15
205	4352697450	29.701	-0.7509999999999999
206	4352701348	35.299	-23.716
207	4352702389	39.909	-3.511
208	4352705313	-4.235	11.15
209	4352706863	34.026	0.77
210	4352707329	-7.81	10.83
211	4352707456	11.507	3.805
212	4352709278	9.455	0.384
213	4352709667	9.455	0.384
214	4352709979	39.909	-3.511
215	4352710089	-10.03	9.28
216	4352712359	14.442	5.747000000000001
217	4352716087	39.909	-3.511
218	4352716684	-14.917	13.567
219	4352717931	-15.9	13.55
220	4352718047	21.017	4.283
221	4352719076	-14.917	13.567
222	4352719201	-8.2	12.2
223	4352725438	-14.917	13.567
224	4352727719	13.558	4.341
225	4352729319	-15.582	11.890999999999998
226	4352730125	-0.2189999999999999	5.667999999999999
227	4352732826	-15.582	11.890999999999998
228	4352735985	13.844	4.777
229	4352736788	14.442	5.747000000000001
230	4352737088	-8.16	12.9
231	4352737116	-7.84	12.68
232	4352738883	18.583	4.367
233	4352739373	-15.9	13.55
234	4352739928	-14.917	13.567
235	4352744396	-7.81	10.83
236	4352744835	-4.235	11.15
237	4352746765	-4.235	11.15
238	4352748350	-8.45	11.88
239	4352750332	-1.17	12.06
240	4352751911	-4.535	11.235
241	4352752398	18.583	4.367
242	4352753304	-10.03	9.28
243	4352753833	-14.917	13.567
244	4352754820	-14.917	13.567
245	4352757113	34.026	0.77
246	4352757978	14.442	5.747000000000001
247	4352759734	-4.472	11.233
248	4352761503	14.29	10.658
249	4352762331	-4.472	11.233
250	4352762966	14.442	5.747000000000001
251	4352765810	-4.823	5.898
252	4352766687	-4.235	11.15
253	4352766702	14.212	10.708
254	4352766810	-0.2189999999999999	5.667999999999999
255	4352767761	-14.222	12.272
256	4352768207	-0.261	6.093999999999999
257	4352768430	14.442	5.747000000000001
258	4352771035	9.455	0.384
259	4352773087	-4.535	11.235
260	4352774415	13.558	4.341
261	4352775953	18.583	4.367
262	4352777399	31.651	-1.962
263	4352777994	18.583	4.367
264	4352778574	-4.235	11.15
265	4352779637	-7.81	10.83
266	4352779679	14.442	5.747000000000001
267	4352781012	13.302	-8.884
268	4352783647	-4.823	5.898
269	4352785162	35.299	-23.716
270	4352785892	-14.917	13.567
271	4352786694	-14.917	13.567
272	4352786835	-4.535	11.235
273	4352787725	21.017	4.283
274	4352788263	-4.472	11.233
275	4352789961	13.558	4.341
276	4352790667	-1.5490000000000002	5.609
277	4352791349	-4.535	11.235
278	4352791691	13.558	4.341
279	4352793156	-9.53	8.48
280	4352795015	18.583	4.367
281	4352795299	-4.535	11.235
282	4352796098	38.948	-4.94
283	4352796226	-4.823	5.898
284	4352797149	-8.33	11.47
285	4352798956	-10.03	9.28
286	4352799416	-15.582	11.890999999999998
287	4352800242	-15.649	11.957
288	4352801593	-15.9	13.55
289	4352801876	-7.81	10.83
290	4352803307	8.7	3.7
291	4352803539	11.515999999999998	3.972
292	4352803901	-14.917	13.567
293	4352804400	-15.582	11.890999999999998
294	4352805803	-14.917	13.567
295	4352807586	13.558	4.341
296	4352807613	14.442	5.747000000000001
297	4352809447	13.302	-8.884
298	4352809563	-4.535	11.235
299	4352811161	-15.9	13.55
300	4352812885	39.909	-3.511
301	4352813574	13.558	4.341
302	4352813850	13.302	-8.884
303	4352814074	-10.03	9.28
304	4352814075	-10.03	9.28
305	4352815389	-0.2189999999999999	5.667999999999999
306	4352816624	-4.823	5.898
307	4352816932	9.455	0.384
308	4352818990	-16.033	13.417
309	4352819916	-4.472	11.233
310	4352820879	-15.582	11.890999999999998
311	4352821013	29.701	-0.7509999999999999
312	4352821048	-9.53	8.48
313	4352821176	-4.472	11.233
314	4352821205	18.583	4.367
315	4352821616	-10.03	9.28
316	4352822426	9.817	2.367
317	4352823946	29.701	-0.7509999999999999
318	4352824750	13.558	4.341
319	4352828033	29.701	-0.7509999999999999
320	4352828586	13.844	4.777
321	4352830344	-0.261	6.093999999999999
322	4352830754	21.017	4.283
323	4352831557	-8.15	12.89
324	4352831962	-6.13	13.2
325	4352832053	-7.81	10.83
326	4352832517	-4.535	11.235
327	4352834207	-16.033	13.417
328	4352834737	-4.472	11.233
329	4352839020	-4.535	11.235
330	4352839515	34.026	0.77
331	4352839670	-8.16	12.9
332	4352843049	31.651	-1.962
333	4352843389	-14.917	13.567
334	4352844616	-7.81	10.83
335	4352845224	34.026	0.77
336	4352846014	14.442	5.747000000000001
337	4352846552	-15.582	11.890999999999998
338	4352847782	39.909	-3.511
339	4352850540	-15.649	11.957
340	4352850552	-8.15	12.89
341	4352851472	-4.472	11.233
342	4352851971	-0.2189999999999999	5.667999999999999
343	4352852059	39.909	-3.511
344	4352852667	-0.261	6.093999999999999
345	4352852705	13.844	4.777
346	4352854976	38.948	-4.94
347	4352855051	18.583	4.367
348	4352855391	-4.823	5.898
349	4352857534	21.017	4.283
350	4352857845	-8.33	11.47
351	4352857891	29.701	-0.7509999999999999
352	4352858494	-4.472	11.233
353	4352859189	9.455	0.384
354	4352859552	38.948	-4.94
355	4352859782	35.299	-23.716
356	4352859877	-15.649	11.957
357	4352860098	13.558	4.341
358	4352860366	34.026	0.77
359	4352860809	-4.235	11.15
360	4352861461	-4.823	5.898
361	4352861737	35.299	-23.716
362	4352861750	-10.03	9.28
363	4352862031	-4.535	11.235
364	4352862548	-4.823	5.898
365	4352862585	35.299	-23.716
366	4352862683	-4.535	11.235
367	4352862860	-9.53	8.48
368	4352863270	-7.81	10.83
369	4352863646	13.302	-8.884
370	4352864296	-14.917	13.567
371	4352865812	-4.823	5.898
372	4352865906	13.558	4.341
373	4352866253	13.844	4.777
374	4352866412	-15.582	11.890999999999998
375	4352866676	13.558	4.341
376	4352867482	14.193	10.102
377	4352869360	-7.81	10.83
378	4352869683	18.583	4.367
